datetime,commission,exec_id,last_price,last_quantity,order_book_id,order_id,position_effect,side,symbol,tax,trading_datetime,transaction_cost
2006-03-20 15:00:00,79.692288,1497348423,1037.66,96,000300.XSHG,1497348423,,BUY,沪深300,0,2006-03-20 15:00:00,79.692288
2006-06-07 15:00:00,101.393664,1497348424,1320.23,96,000300.XSHG,1497348424,,SELL,沪深300,0,2006-06-07 15:00:00,101.393664
2006-06-20 15:00:00,100.634144,1497348425,1338.22,94,000300.XSHG,1497348425,,BUY,沪深300,0,2006-06-20 15:00:00,100.634144
2006-06-21 15:00:00,100.281456,1497348426,1333.53,94,000300.XSHG,1497348426,,SELL,沪深300,0,2006-06-21 15:00:00,100.281456
2006-06-26 15:00:00,100.346976,1497348427,1363.41,92,000300.XSHG,1497348427,,BUY,沪深300,0,2006-06-26 15:00:00,100.346976
2006-07-13 15:00:00,99.072224,1497348428,1346.09,92,000300.XSHG,1497348428,,SELL,沪深300,0,2006-07-13 15:00:00,99.072224
2006-08-22 15:00:00,98.708736,1497348429,1285.27,96,000300.XSHG,1497348429,,BUY,沪深300,0,2006-08-22 15:00:00,98.708736
2007-02-02 15:00:00,176.4864,1497348430,2298.0,96,000300.XSHG,1497348430,,SELL,沪深300,0,2007-02-02 15:00:00,176.4864
2007-02-08 15:00:00,175.49168,1497348431,2410.6,91,000300.XSHG,1497348431,,BUY,沪深300,0,2007-02-08 15:00:00,175.49168
2007-02-09 15:00:00,174.5198,1497348432,2397.25,91,000300.XSHG,1497348432,,SELL,沪深300,0,2007-02-09 15:00:00,174.5198
2007-02-12 15:00:00,174.971456,1497348433,2485.39,88,000300.XSHG,1497348433,,BUY,沪深300,0,2007-02-12 15:00:00,174.971456
2007-02-27 15:00:00,173.007296,1497348434,2457.49,88,000300.XSHG,1497348434,,SELL,沪深300,0,2007-02-27 15:00:00,173.007296
2007-02-28 15:00:00,173.03076,1497348435,2544.57,85,000300.XSHG,1497348435,,BUY,沪深300,0,2007-02-28 15:00:00,173.03076
