date,cash,dividend_receivable,market_value,total_value,transaction_cost
2006-08-25,136052.2,0,0.0,136052.2,0.0
2006-08-28,136052.2,0,0.0,136052.2,0.0
2006-08-29,136052.2,0,0.0,136052.2,0.0
2006-08-30,136052.2,0,0.0,136052.2,0.0
2006-08-31,136052.2,0,0.0,136052.2,0.0
2006-09-01,136052.2,0,0.0,136052.2,0.0
2006-09-04,136052.2,0,0.0,136052.2,0.0
2006-09-05,136052.2,0,0.0,136052.2,0.0
2006-09-06,136052.2,0,0.0,136052.2,0.0
2006-09-07,136052.2,0,0.0,136052.2,0.0
2006-09-08,136052.2,0,0.0,136052.2,0.0
2006-09-11,136052.2,0,0.0,136052.2,0.0
2006-09-12,136052.2,0,0.0,136052.2,0.0
2006-09-13,136052.2,0,0.0,136052.2,0.0
2006-09-14,136052.2,0,0.0,136052.2,0.0
2006-09-15,1074.624,0,134869.68,135944.304,107.896
2006-09-18,1074.624,0,136180.44,137255.064,0.0
2006-09-19,1074.624,0,136452.69,137527.314,0.0
2006-09-20,1074.624,0,136467.54,137542.164,0.0
2006-09-21,1074.624,0,137349.63,138424.254,0.0
2006-09-22,1074.624,0,136110.15,137184.774,0.0
2006-09-25,1074.624,0,135867.6,136942.224,0.0
2006-09-26,1074.624,0,134407.35,135481.974,0.0
2006-09-27,1074.624,0,135740.88,136815.504,0.0
2006-09-28,1074.624,0,137313.0,138387.624,0.0
2006-09-29,1074.624,0,138922.74,139997.364,0.0
2006-10-09,1074.624,0,142170.93,143245.554,0.0
2006-10-10,1074.624,0,142286.76,143361.384,0.0
2006-10-11,1074.624,0,142155.09,143229.714,0.0
2006-10-12,1074.624,0,141223.5,142298.124,0.0
2006-10-13,1074.624,0,141657.12,142731.744,0.0
2006-10-16,1074.624,0,140433.48,141508.104,0.0
2006-10-17,1074.624,0,140030.55,141105.174,0.0
2006-10-18,1074.624,0,142321.41,143396.034,0.0
2006-10-19,1074.624,0,142498.62,143573.244,0.0
2006-10-20,1074.624,0,142577.82,143652.444,0.0
2006-10-23,1074.624,0,139463.28,140537.904,0.0
2006-10-24,1074.624,0,142564.95,143639.574,0.0
2006-10-25,1074.624,0,143235.18,144309.804,0.0
2006-10-26,1074.624,0,144153.9,145228.524,0.0
2006-10-27,1074.624,0,142465.95,143540.574,0.0
2006-10-30,1074.624,0,143177.76,144252.384,0.0
2006-10-31,1074.624,0,144982.53,146057.154,0.0
2006-11-01,147419.045,0,0.0,147419.045,117.169
2006-11-02,147419.045,0,0.0,147419.045,0.0
2006-11-03,147419.045,0,0.0,147419.045,0.0
2006-11-06,147419.045,0,0.0,147419.045,0.0
2006-11-07,147419.045,0,0.0,147419.045,0.0
2006-11-08,147419.045,0,0.0,147419.045,0.0
2006-11-09,147419.045,0,0.0,147419.045,0.0
2006-11-10,-96.754,0,147397.88,147301.126,117.918
2006-11-13,-96.754,0,144626.44,144529.686,0.0
2006-11-14,-96.754,0,146390.44,146293.686,0.0
2006-11-15,-96.754,0,150406.48,150309.726,0.0
2006-11-16,-96.754,0,150262.42,150165.666,0.0
2006-11-17,-96.754,0,153083.84,152987.086,0.0
2006-11-20,-96.754,0,156129.68,156032.926,0.0
2006-11-21,-96.754,0,158000.5,157903.746,0.0
2006-11-22,-96.754,0,159154.94,159058.186,0.0
2006-11-23,-96.754,0,160221.18,160124.426,0.0
2006-11-24,-96.754,0,160384.84,160288.086,0.0
2006-11-27,-96.754,0,161876.4,161779.646,0.0
2006-11-28,-96.754,0,161112.98,161016.226,0.0
2006-11-29,-96.754,0,163379.72,163282.966,0.0
2006-11-30,-96.754,0,168007.28,167910.526,0.0
2006-12-01,-96.754,0,169463.56,169366.806,0.0
2006-12-04,-96.754,0,174512.52,174415.766,0.0
2006-12-05,-96.754,0,175834.54,175737.786,0.0
2006-12-06,-96.754,0,174382.18,174285.426,0.0
2006-12-07,-96.754,0,174019.58,173922.826,0.0
2006-12-08,-96.754,0,167734.84,167638.086,0.0
2006-12-11,-96.754,0,175412.16,175315.406,0.0
2006-12-12,-96.754,0,176673.42,176576.666,0.0
2006-12-13,-96.754,0,176778.28,176681.526,0.0
2006-12-14,-96.754,0,179941.72,179844.966,0.0
2006-12-15,-96.754,0,183028.72,182931.966,0.0
2006-12-18,-96.754,0,187778.78,187682.026,0.0
2006-12-19,-96.754,0,188301.12,188204.366,0.0
2006-12-20,-96.754,0,189781.9,189685.146,0.0
2006-12-21,-96.754,0,187080.04,186983.286,0.0
2006-12-22,-96.754,0,185772.72,185675.966,0.0
2006-12-25,-96.754,0,190031.8,189935.046,0.0
2006-12-26,-96.754,0,189947.52,189850.766,0.0
2006-12-27,-96.754,0,194322.24,194225.486,0.0
2006-12-28,-96.754,0,194033.14,193936.386,0.0
2006-12-29,-96.754,0,200022.9,199926.146,0.0
2007-01-04,-96.754,0,202574.82,202478.066,0.0
2007-01-05,-96.754,0,203142.24,203045.486,0.0
2007-01-08,-96.754,0,208892.88,208796.126,0.0
2007-01-09,-96.754,0,215608.82,215512.066,0.0
2007-01-10,-96.754,0,221085.06,220988.306,0.0
2007-01-11,-96.754,0,218699.74,218602.986,0.0
2007-01-12,-96.754,0,213027.5,212930.746,0.0
2007-01-15,-96.754,0,224159.32,224062.566,0.0
2007-01-16,-96.754,0,230679.26,230582.506,0.0
2007-01-17,-96.754,0,226275.14,226178.386,0.0
2007-01-18,-96.754,0,227074.82,226978.066,0.0
2007-01-19,-96.754,0,234816.82,234720.066,0.0
2007-01-22,-96.754,0,244148.38,244051.626,0.0
2007-01-23,-96.754,0,245796.74,245699.986,0.0
2007-01-24,-96.754,0,248570.14,248473.386,0.0
2007-01-25,-96.754,0,240377.34,240280.586,0.0
2007-01-26,-96.754,0,246266.16,246169.406,0.0
2007-01-29,-96.754,0,252538.16,252441.406,0.0
2007-01-30,-96.754,0,250084.24,249987.486,0.0
2007-01-31,-96.754,0,233763.32,233666.566,0.0
2007-02-01,-96.754,0,234726.66,234629.906,0.0
2007-02-02,-96.754,0,225204.0,225107.246,0.0
2007-02-05,-96.754,0,222636.4,222539.646,0.0
2007-02-06,-96.754,0,226971.92,226875.166,0.0
2007-02-07,-96.754,0,232239.42,232142.666,0.0
2007-02-08,-96.754,0,236238.8,236142.046,0.0
2007-02-09,-96.754,0,234930.5,234833.746,0.0
2007-02-12,-96.754,0,243568.22,243471.466,0.0
2007-02-13,-96.754,0,247217.74,247120.986,0.0
2007-02-14,-96.754,0,253658.3,253561.546,0.0
2007-02-15,-96.754,0,261525.74,261428.986,0.0
2007-02-16,-96.754,0,262320.52,262223.766,0.0
2007-02-26,-96.754,0,265352.64,265255.886,0.0
2007-02-27,-96.754,0,240834.02,240737.266,0.0
2007-02-28,-96.754,0,249367.86,249271.106,0.0
2007-03-01,-96.754,0,242406.92,242310.166,0.0
2007-03-02,-96.754,0,245855.54,245758.786,0.0
2007-03-05,-96.754,0,242609.78,242513.026,0.0
2007-03-06,-96.754,0,246988.42,246891.666,0.0
2007-03-07,-96.754,0,253765.12,253668.366,0.0
2007-03-08,-96.754,0,257507.74,257410.986,0.0
2007-03-09,-96.754,0,255916.22,255819.466,0.0
2007-03-12,-96.754,0,256384.66,256287.906,0.0
2007-03-13,255794.859,0,2640.17,258435.029,204.877
2007-03-14,258387.219,0,0.0,258387.219,5.0
2007-03-15,258387.219,0,0.0,258387.219,0.0
2007-03-16,258387.219,0,0.0,258387.219,0.0
2007-03-19,258387.219,0,0.0,258387.219,0.0
2007-03-20,258387.219,0,0.0,258387.219,0.0
2007-03-21,258387.219,0,0.0,258387.219,0.0
2007-03-22,258387.219,0,0.0,258387.219,0.0
2007-03-23,258387.219,0,0.0,258387.219,0.0
2007-03-26,258387.219,0,0.0,258387.219,0.0
2007-03-27,258387.219,0,0.0,258387.219,0.0
2007-03-28,258387.219,0,0.0,258387.219,0.0
2007-03-29,258387.219,0,0.0,258387.219,0.0
2007-03-30,258387.219,0,0.0,258387.219,0.0
2007-04-02,258387.219,0,0.0,258387.219,0.0
2007-04-03,258387.219,0,0.0,258387.219,0.0
2007-04-04,258387.219,0,0.0,258387.219,0.0
2007-04-05,258387.219,0,0.0,258387.219,0.0
2007-04-06,258387.219,0,0.0,258387.219,0.0
2007-04-09,258387.219,0,0.0,258387.219,0.0
2007-04-10,258387.219,0,0.0,258387.219,0.0
2007-04-11,258387.219,0,0.0,258387.219,0.0
2007-04-12,889.746,0,257291.64,258181.386,205.833
2007-04-13,889.746,0,256707.63,257597.376,0.0
2007-04-16,889.746,0,263736.0,264625.746,0.0
2007-04-17,889.746,0,265971.6,266861.346,0.0
2007-04-18,889.746,0,267664.5,268554.246,0.0
2007-04-19,889.746,0,255174.3,256064.046,0.0
2007-04-20,889.746,0,266431.68,267321.426,0.0
2007-04-23,889.746,0,277936.92,278826.666,0.0
2007-04-24,889.746,0,279061.2,279950.946,0.0
2007-04-25,889.746,0,279310.68,280200.426,0.0
2007-04-26,889.746,0,282979.98,283869.726,0.0
2007-04-27,889.746,0,281112.12,282001.866,0.0
2007-04-30,889.746,0,288255.51,289145.256,0.0
2007-05-08,889.746,0,298568.43,299458.176,0.0
2007-05-09,889.746,0,299803.68,300693.426,0.0
2007-05-10,889.746,0,301685.31,302575.056,0.0
2007-05-11,889.746,0,299911.41,300801.156,0.0
2007-05-14,889.746,0,302488.02,303377.766,0.0
2007-05-15,889.746,0,291975.84,292865.586,0.0
2007-05-16,889.746,0,299723.49,300613.236,0.0
2007-05-17,889.746,0,306066.6,306956.346,0.0
2007-05-18,889.746,0,305907.03,306796.776,0.0
2007-05-21,889.746,0,310346.64,311236.386,0.0
2007-05-22,889.746,0,313509.69,314399.436,0.0
2007-05-23,889.746,0,319054.95,319944.696,0.0
2007-05-24,889.746,0,317499.75,318389.496,0.0
2007-05-25,889.746,0,322805.25,323694.996,0.0
2007-05-28,889.746,0,329878.98,330768.726,0.0
2007-05-29,889.746,0,337631.49,338521.236,0.0
2007-05-30,889.746,0,314803.26,315693.006,0.0
2007-05-31,889.746,0,318163.95,319053.696,0.0
2007-06-01,889.746,0,308119.95,309009.696,0.0
2007-06-04,285088.035,0,0.0,285088.035,227.541
2007-06-05,285088.035,0,0.0,285088.035,0.0
2007-06-06,285088.035,0,0.0,285088.035,0.0
2007-06-07,285088.035,0,0.0,285088.035,0.0
2007-06-08,285088.035,0,0.0,285088.035,0.0
2007-06-11,285088.035,0,0.0,285088.035,0.0
2007-06-12,285088.035,0,0.0,285088.035,0.0
2007-06-13,285088.035,0,0.0,285088.035,0.0
2007-06-14,285088.035,0,0.0,285088.035,0.0
2007-06-15,285088.035,0,0.0,285088.035,0.0
2007-06-18,285088.035,0,0.0,285088.035,0.0
2007-06-19,285088.035,0,0.0,285088.035,0.0
2007-06-20,285088.035,0,0.0,285088.035,0.0
2007-06-21,285088.035,0,0.0,285088.035,0.0
2007-06-22,285088.035,0,0.0,285088.035,0.0
2007-06-25,285088.035,0,0.0,285088.035,0.0
2007-06-26,285088.035,0,0.0,285088.035,0.0
2007-06-27,285088.035,0,0.0,285088.035,0.0
2007-06-28,285088.035,0,0.0,285088.035,0.0
2007-06-29,285088.035,0,0.0,285088.035,0.0
2007-07-02,285088.035,0,0.0,285088.035,0.0
2007-07-03,285088.035,0,0.0,285088.035,0.0
2007-07-04,285088.035,0,0.0,285088.035,0.0
2007-07-05,285088.035,0,0.0,285088.035,0.0
2007-07-06,285088.035,0,0.0,285088.035,0.0
2007-07-09,285088.035,0,0.0,285088.035,0.0
2007-07-10,285088.035,0,0.0,285088.035,0.0
2007-07-11,285088.035,0,0.0,285088.035,0.0
2007-07-12,285088.035,0,0.0,285088.035,0.0
2007-07-13,285088.035,0,0.0,285088.035,0.0
2007-07-16,285088.035,0,0.0,285088.035,0.0
2007-07-17,285088.035,0,0.0,285088.035,0.0
2007-07-18,285088.035,0,0.0,285088.035,0.0
2007-07-19,285088.035,0,0.0,285088.035,0.0
2007-07-20,285088.035,0,0.0,285088.035,0.0
2007-07-23,285088.035,0,0.0,285088.035,0.0
2007-07-24,285088.035,0,0.0,285088.035,0.0
2007-07-25,285088.035,0,0.0,285088.035,0.0
2007-07-26,285088.035,0,0.0,285088.035,0.0
2007-07-27,285088.035,0,0.0,285088.035,0.0
2007-07-30,285088.035,0,0.0,285088.035,0.0
2007-07-31,285088.035,0,0.0,285088.035,0.0
2007-08-01,1689.818,0,283171.68,284861.498,226.537
2007-08-02,1689.818,0,292788.54,294478.358,0.0
2007-08-03,1689.818,0,303493.08,305182.898,0.0
2007-08-06,1689.818,0,310462.68,312152.498,0.0
2007-08-07,1689.818,0,311820.3,313510.118,0.0
2007-08-08,1689.818,0,308093.94,309783.758,0.0
2007-08-09,1689.818,0,315301.14,316990.958,0.0
2007-08-10,1689.818,0,311960.88,313650.698,0.0
2007-08-13,1689.818,0,311598.54,313288.358,0.0
2007-08-14,1689.818,0,316507.62,318197.438,0.0
2007-08-15,1689.818,0,316717.5,318407.318,0.0
2007-08-16,1689.818,0,311648.04,313337.858,0.0
2007-08-17,1689.818,0,305354.28,307044.098,0.0
2007-08-20,1689.818,0,322438.38,324128.198,0.0
2007-08-21,1689.818,0,328198.86,329888.678,0.0
2007-08-22,1689.818,0,333411.54,335101.358,0.0
2007-08-23,1689.818,0,338971.38,340661.198,0.0
2007-08-24,1689.818,0,344360.28,346050.098,0.0
2007-08-27,1689.818,0,346047.9,347737.718,0.0
2007-08-28,1689.818,0,346616.82,348306.638,0.0
2007-08-29,1689.818,0,341340.12,343029.938,0.0
2007-08-30,1689.818,0,345921.18,347610.998,0.0
2007-08-31,1689.818,0,349589.46,351279.278,0.0
2007-09-03,1689.818,0,357665.22,359355.038,0.0
2007-09-04,1689.818,0,353781.78,355471.598,0.0
2007-09-05,1689.818,0,353974.5,355664.318,0.0
2007-09-06,1689.818,0,357194.64,358884.458,0.0
2007-09-07,1689.818,0,349456.14,351145.958,0.0
2007-09-10,1689.818,0,354896.52,356586.338,0.0
2007-09-11,1689.818,0,338189.94,339879.758,0.0
2007-09-12,1689.818,0,343388.76,345078.578,0.0
2007-09-13,1689.818,0,353098.02,354787.838,0.0
2007-09-14,357625.321,0,0.0,357625.321,284.976
2007-09-17,357625.321,0,0.0,357625.321,0.0
2007-09-18,357625.321,0,0.0,357625.321,0.0
2007-09-19,357625.321,0,0.0,357625.321,0.0
2007-09-20,357625.321,0,0.0,357625.321,0.0
2007-09-21,357625.321,0,0.0,357625.321,0.0
2007-09-24,357625.321,0,0.0,357625.321,0.0
2007-09-25,357625.321,0,0.0,357625.321,0.0
2007-09-26,357625.321,0,0.0,357625.321,0.0
2007-09-27,357625.321,0,0.0,357625.321,0.0
2007-09-28,357625.321,0,0.0,357625.321,0.0
2007-10-08,357625.321,0,0.0,357625.321,0.0
2007-10-09,357625.321,0,0.0,357625.321,0.0
2007-10-10,357625.321,0,0.0,357625.321,0.0
2007-10-11,357625.321,0,0.0,357625.321,0.0
2007-10-12,357625.321,0,0.0,357625.321,0.0
2007-10-15,357625.321,0,0.0,357625.321,0.0
2007-10-16,357625.321,0,0.0,357625.321,0.0
2007-10-17,357625.321,0,0.0,357625.321,0.0
2007-10-18,357625.321,0,0.0,357625.321,0.0
2007-10-19,357625.321,0,0.0,357625.321,0.0
2007-10-22,357625.321,0,0.0,357625.321,0.0
2007-10-23,357625.321,0,0.0,357625.321,0.0
2007-10-24,357625.321,0,0.0,357625.321,0.0
2007-10-25,357625.321,0,0.0,357625.321,0.0
2007-10-26,357625.321,0,0.0,357625.321,0.0
2007-10-29,357625.321,0,0.0,357625.321,0.0
2007-10-30,357625.321,0,0.0,357625.321,0.0
2007-10-31,357625.321,0,0.0,357625.321,0.0
2007-11-01,357625.321,0,0.0,357625.321,0.0
2007-11-02,357625.321,0,0.0,357625.321,0.0
2007-11-05,357625.321,0,0.0,357625.321,0.0
2007-11-06,357625.321,0,0.0,357625.321,0.0
2007-11-07,357625.321,0,0.0,357625.321,0.0
2007-11-08,357625.321,0,0.0,357625.321,0.0
2007-11-09,357625.321,0,0.0,357625.321,0.0
2007-11-12,357625.321,0,0.0,357625.321,0.0
2007-11-13,357625.321,0,0.0,357625.321,0.0
2007-11-14,357625.321,0,0.0,357625.321,0.0
2007-11-15,357625.321,0,0.0,357625.321,0.0
2007-11-16,357625.321,0,0.0,357625.321,0.0
2007-11-19,357625.321,0,0.0,357625.321,0.0
2007-11-20,357625.321,0,0.0,357625.321,0.0
2007-11-21,357625.321,0,0.0,357625.321,0.0
2007-11-22,357625.321,0,0.0,357625.321,0.0
2007-11-23,357625.321,0,0.0,357625.321,0.0
2007-11-26,357625.321,0,0.0,357625.321,0.0
2007-11-27,357625.321,0,0.0,357625.321,0.0
2007-11-28,357625.321,0,0.0,357625.321,0.0
2007-11-29,357625.321,0,0.0,357625.321,0.0
2007-11-30,357625.321,0,0.0,357625.321,0.0
2007-12-03,357625.321,0,0.0,357625.321,0.0
2007-12-04,357625.321,0,0.0,357625.321,0.0
2007-12-05,357625.321,0,0.0,357625.321,0.0
2007-12-06,357625.321,0,0.0,357625.321,0.0
2007-12-07,357625.321,0,0.0,357625.321,0.0
2007-12-10,357625.321,0,0.0,357625.321,0.0
2007-12-11,357625.321,0,0.0,357625.321,0.0
2007-12-12,357625.321,0,0.0,357625.321,0.0
2007-12-13,357625.321,0,0.0,357625.321,0.0
2007-12-14,357625.321,0,0.0,357625.321,0.0
2007-12-17,357625.321,0,0.0,357625.321,0.0
2007-12-18,357625.321,0,0.0,357625.321,0.0
2007-12-19,357625.321,0,0.0,357625.321,0.0
2007-12-20,357625.321,0,0.0,357625.321,0.0
2007-12-21,357625.321,0,0.0,357625.321,0.0
2007-12-24,357625.321,0,0.0,357625.321,0.0
2007-12-25,357625.321,0,0.0,357625.321,0.0
2007-12-26,357625.321,0,0.0,357625.321,0.0
2007-12-27,357625.321,0,0.0,357625.321,0.0
2007-12-28,357625.321,0,0.0,357625.321,0.0
2008-01-02,357625.321,0,0.0,357625.321,0.0
2008-01-03,357625.321,0,0.0,357625.321,0.0
2008-01-04,357625.321,0,0.0,357625.321,0.0
2008-01-07,357625.321,0,0.0,357625.321,0.0
2008-01-08,357625.321,0,0.0,357625.321,0.0
2008-01-09,357625.321,0,0.0,357625.321,0.0
2008-01-10,357625.321,0,0.0,357625.321,0.0
2008-01-11,3995.344,0,353347.3,357342.644,282.678
2008-01-14,3995.344,0,355369.12,359364.464,0.0
2008-01-15,3995.344,0,353179.9,357175.244,0.0
2008-01-16,3995.344,0,341354.64,345349.984,0.0
2008-01-17,3995.344,0,332668.44,336663.784,0.0
2008-01-18,3995.344,0,335697.14,339692.484,0.0
2008-01-21,3995.344,0,319035.26,323030.604,0.0
2008-01-22,298499.492,0,0.0,298499.492,235.792
2008-01-23,298499.492,0,0.0,298499.492,0.0
2008-01-24,298499.492,0,0.0,298499.492,0.0
2008-01-25,298499.492,0,0.0,298499.492,0.0
2008-01-28,298499.492,0,0.0,298499.492,0.0
2008-01-29,298499.492,0,0.0,298499.492,0.0
2008-01-30,298499.492,0,0.0,298499.492,0.0
2008-01-31,298499.492,0,0.0,298499.492,0.0
2008-02-01,298499.492,0,0.0,298499.492,0.0
2008-02-04,298499.492,0,0.0,298499.492,0.0
2008-02-05,298499.492,0,0.0,298499.492,0.0
2008-02-13,298499.492,0,0.0,298499.492,0.0
2008-02-14,298499.492,0,0.0,298499.492,0.0
