datetime,commission,exec_id,last_price,last_quantity,order_book_id,order_id,position_effect,side,symbol,tax,trading_datetime,transaction_cost
2006-08-29 15:00:00,79.8096,1497348889,1330.16,75,000300.XSHG,1497348889,,BUY,沪深300,0,2006-08-29 15:00:00,79.8096
2006-09-01 15:00:00,79.086,1497348890,1318.1,75,000300.XSHG,1497348890,,SELL,沪深300,0,2006-09-01 15:00:00,79.086
2006-09-04 15:00:00,78.094816,1497348891,1337.24,73,000300.XSHG,1497348891,,BUY,沪深300,0,2006-09-04 15:00:00,78.094816
2006-09-07 15:00:00,77.577392,1497348892,1328.38,73,000300.XSHG,1497348892,,SELL,沪深300,0,2006-09-07 15:00:00,77.577392
2006-09-08 15:00:00,77.79756,1497348893,1332.15,73,000300.XSHG,1497348893,,BUY,沪深300,0,2006-09-08 15:00:00,77.79756
2007-07-05 15:00:00,206.586496,1497348894,3537.44,73,000300.XSHG,1497348894,,SELL,沪深300,0,2007-07-05 15:00:00,206.586496
2007-07-09 15:00:00,204.82168,1497348895,3821.3,67,000300.XSHG,1497348895,,BUY,沪深300,0,2007-07-09 15:00:00,204.82168
2007-07-16 15:00:00,198.211192,1497348896,3697.97,67,000300.XSHG,1497348896,,SELL,沪深300,0,2007-07-16 15:00:00,198.211192
2007-07-18 15:00:00,197.99364,1497348897,3807.57,65,000300.XSHG,1497348897,,BUY,沪深300,0,2007-07-18 15:00:00,197.99364
2007-07-19 15:00:00,197.964,1497348898,3807.0,65,000300.XSHG,1497348898,,SELL,沪深300,0,2007-07-19 15:00:00,197.964
2007-07-20 15:00:00,197.005248,1497348899,3971.88,62,000300.XSHG,1497348899,,BUY,沪深300,0,2007-07-20 15:00:00,197.005248
2007-11-06 15:00:00,263.75048,1497348900,5317.55,62,000300.XSHG,1497348900,,SELL,沪深300,0,2007-11-06 15:00:00,263.75048
2007-12-26 15:00:00,265.357512,1497348901,5265.03,63,000300.XSHG,1497348901,,BUY,沪深300,0,2007-12-26 15:00:00,265.357512
2008-01-21 15:00:00,259.344792,1497348902,5145.73,63,000300.XSHG,1497348902,,SELL,沪深300,0,2008-01-21 15:00:00,259.344792
2008-12-03 15:00:00,259.314576,1497348903,1952.67,166,000300.XSHG,1497348903,,BUY,沪深300,0,2008-12-03 15:00:00,259.314576
2008-12-24 15:00:00,250.604224,1497348904,1887.08,166,000300.XSHG,1497348904,,SELL,沪深300,0,2008-12-24 15:00:00,250.604224
2009-01-05 15:00:00,250.057088,1497348905,1882.96,166,000300.XSHG,1497348905,,BUY,沪深300,0,2009-01-05 15:00:00,250.057088
2009-08-17 15:00:00,417.027856,1497348906,3140.27,166,000300.XSHG,1497348906,,SELL,沪深300,0,2009-08-17 15:00:00,417.027856
2009-10-19 15:00:00,415.479168,1497348907,3329.16,156,000300.XSHG,1497348907,,BUY,沪深300,0,2009-10-19 15:00:00,415.479168
2009-10-29 15:00:00,405.23184,1497348908,3247.05,156,000300.XSHG,1497348908,,SELL,沪深300,0,2009-10-29 15:00:00,405.23184
2009-10-30 15:00:00,404.141584,1497348909,3280.37,154,000300.XSHG,1497348909,,BUY,沪深300,0,2009-10-30 15:00:00,404.141584
2009-12-18 15:00:00,417.862368,1497348910,3391.74,154,000300.XSHG,1497348910,,SELL,沪深300,0,2009-12-18 15:00:00,417.862368
2009-12-24 15:00:00,418.160512,1497348911,3438.82,152,000300.XSHG,1497348911,,BUY,沪深300,0,2009-12-24 15:00:00,418.160512
2009-12-25 15:00:00,416.453248,1497348912,3424.78,152,000300.XSHG,1497348912,,SELL,沪深300,0,2009-12-25 15:00:00,416.453248
2009-12-28 15:00:00,414.628856,1497348913,3478.43,149,000300.XSHG,1497348913,,BUY,沪深300,0,2009-12-28 15:00:00,414.628856
2010-01-07 15:00:00,413.798032,1497348914,3471.46,149,000300.XSHG,1497348914,,SELL,沪深300,0,2010-01-07 15:00:00,413.798032
2010-01-12 15:00:00,412.878656,1497348915,3534.92,146,000300.XSHG,1497348915,,BUY,沪深300,0,2010-01-12 15:00:00,412.878656
2010-01-13 15:00:00,399.589152,1497348916,3421.14,146,000300.XSHG,1497348916,,SELL,沪深300,0,2010-01-13 15:00:00,399.589152
2010-01-19 15:00:00,401.255712,1497348917,3507.48,143,000300.XSHG,1497348917,,BUY,沪深300,0,2010-01-19 15:00:00,401.255712
2010-01-20 15:00:00,388.322792,1497348918,3394.43,143,000300.XSHG,1497348918,,SELL,沪深300,0,2010-01-20 15:00:00,388.322792
2010-03-29 15:00:00,386.903808,1497348919,3358.54,144,000300.XSHG,1497348919,,BUY,沪深300,0,2010-03-29 15:00:00,386.903808
2010-04-19 15:00:00,365.923584,1497348920,3176.42,144,000300.XSHG,1497348920,,SELL,沪深300,0,2010-04-19 15:00:00,365.923584
2010-07-22 15:00:00,364.905248,1497348921,2781.29,164,000300.XSHG,1497348921,,BUY,沪深300,0,2010-07-22 15:00:00,364.905248
