date,cash,market_value,static_unit_net_value,total_value,unit_net_value,units
2006-01-04,128.587,99791.58,1.0,99920.167,0.999202,100000
2006-01-05,128.587,101667.78,0.999,101796.367,1.017964,100000
2006-01-06,128.587,102823.18,1.018,102951.767,1.029518,100000
2006-01-09,128.587,103376.5,1.03,103505.087,1.035051,100000
2006-01-10,128.587,103683.9,1.035,103812.487,1.038125,100000
2006-01-11,128.587,103188.88,1.038,103317.467,1.033175,100000
2006-01-12,128.587,104274.32,1.033,104402.907,1.044029,100000
2006-01-13,128.587,103753.86,1.044,103882.447,1.038824,100000
2006-01-16,101959.697,0.0,1.039,101959.697,1.019597,100000
2006-01-17,101959.697,0.0,1.02,101959.697,1.019597,100000
2006-01-18,565.786,101312.86,1.02,101878.646,1.018786,100000
2006-01-19,565.786,102095.66,1.019,102661.446,1.026614,100000
2006-01-20,565.786,102314.02,1.027,102879.806,1.028798,100000
2006-01-23,565.786,102604.48,1.029,103170.266,1.031703,100000
2006-01-24,565.786,102906.27,1.032,103472.056,1.034721,100000
2006-01-25,565.786,103988.8,1.035,104554.586,1.045546,100000
2006-02-06,565.786,106422.69,1.046,106988.476,1.069885,100000
2006-02-07,565.786,106083.82,1.07,106649.606,1.066496,100000
2006-02-08,565.786,106406.21,1.066,106971.996,1.06972,100000
2006-02-09,105500.571,0.0,1.07,105500.571,1.055006,100000
2006-02-10,117.652,105298.68,1.055,105416.332,1.054163,100000
2006-02-13,117.652,105224.22,1.054,105341.872,1.053419,100000
2006-02-14,117.652,105930.06,1.053,106047.712,1.060477,100000
2006-02-15,117.652,106249.32,1.06,106366.972,1.06367,100000
2006-02-16,104086.651,0.0,1.064,104086.651,1.040867,100000
2006-02-17,104086.651,0.0,1.041,104086.651,1.040867,100000
2006-02-20,104086.651,0.0,1.041,104086.651,1.040867,100000
2006-02-21,121.545,103882.0,1.041,104003.545,1.040035,100000
2006-02-22,121.545,103788.0,1.04,103909.545,1.039095,100000
2006-02-23,121.545,104137.0,1.039,104258.545,1.042585,100000
2006-02-24,121.545,104944.0,1.043,105065.545,1.050655,100000
2006-02-27,121.545,104784.0,1.051,104905.545,1.049055,100000
2006-02-28,121.545,105301.0,1.049,105422.545,1.054225,100000
2006-03-01,121.545,105662.0,1.054,105783.545,1.057835,100000
2006-03-02,103905.451,0.0,1.058,103905.451,1.039055,100000
2006-03-03,103905.451,0.0,1.039,103905.451,1.039055,100000
2006-03-06,103905.451,0.0,1.039,103905.451,1.039055,100000
2006-03-07,103905.451,0.0,1.039,103905.451,1.039055,100000
2006-03-08,103905.451,0.0,1.039,103905.451,1.039055,100000
2006-03-09,103905.451,0.0,1.039,103905.451,1.039055,100000
2006-03-10,103905.451,0.0,1.039,103905.451,1.039055,100000
2006-03-13,817.187,103005.86,1.039,103823.047,1.03823,100000
2006-03-14,817.187,102845.27,1.038,103662.457,1.036625,100000
2006-03-15,817.187,103924.96,1.037,104742.147,1.047421,100000
2006-03-16,817.187,103789.62,1.047,104606.807,1.046068,100000
2006-03-17,817.187,103426.02,1.046,104243.207,1.042432,100000
2006-03-20,817.187,104803.66,1.042,105620.847,1.056208,100000
2006-03-21,817.187,105116.76,1.056,105933.947,1.059339,100000
2006-03-22,817.187,105814.67,1.059,106631.857,1.066319,100000
2006-03-23,817.187,105902.54,1.066,106719.727,1.067197,100000
2006-03-24,106035.545,0.0,1.067,106035.545,1.060355,100000
2006-03-27,326.255,105624.79,1.06,105951.045,1.05951,100000
2006-03-28,326.255,106653.98,1.06,106980.235,1.069802,100000
2006-03-29,326.255,107594.29,1.07,107920.545,1.079205,100000
2006-03-30,326.255,106618.63,1.079,106944.885,1.069449,100000
2006-03-31,326.255,107170.09,1.069,107496.345,1.074963,100000
2006-04-03,326.255,109011.32,1.075,109337.575,1.093376,100000
2006-04-04,326.255,110026.37,1.093,110352.625,1.103526,100000
2006-04-05,326.255,111096.97,1.104,111423.225,1.114232,100000
2006-04-06,326.255,111427.24,1.114,111753.495,1.117535,100000
2006-04-07,326.255,111418.15,1.118,111744.405,1.117444,100000
2006-04-10,326.255,112908.91,1.117,113235.165,1.132352,100000
2006-04-11,326.255,113454.31,1.132,113780.565,1.137806,100000
2006-04-12,326.255,112824.07,1.138,113150.325,1.131503,100000
2006-04-13,110723.786,0.0,1.132,110723.786,1.107238,100000
2006-04-14,1012.307,109623.78,1.107,110636.087,1.106361,100000
2006-04-17,1012.307,110192.18,1.106,111204.487,1.112045,100000
2006-04-18,1012.307,110865.44,1.112,111877.747,1.118777,100000
2006-04-19,1012.307,111547.52,1.119,112559.827,1.125598,100000
2006-04-20,1012.307,111169.24,1.126,112181.547,1.121815,100000
2006-04-21,1012.307,112617.68,1.122,113629.987,1.1363,100000
2006-04-24,1012.307,111984.6,1.136,112996.907,1.129969,100000
2006-04-25,1012.307,111909.14,1.13,112921.447,1.129214,100000
2006-04-26,1012.307,113261.54,1.129,114273.847,1.142738,100000
2006-04-27,1012.307,113216.46,1.143,114228.767,1.142288,100000
