datetime,commission,exec_id,last_price,last_quantity,order_book_id,order_id,position_effect,side,symbol,tax,trading_datetime,transaction_cost
2006-01-04 15:00:00,79.833264,1497347311,941.43,106,000300.XSHG,1497347311,,BUY,沪深300,0,2006-01-04 15:00:00,79.833264
2006-01-16 15:00:00,81.530112,1497347312,961.44,106,000300.XSHG,1497347312,,SELL,沪深300,0,2006-01-16 15:00:00,81.530112
2006-01-18 15:00:00,81.050288,1497347313,983.62,103,000300.XSHG,1497347313,,BUY,沪深300,0,2006-01-18 15:00:00,81.050288
2006-02-09 15:00:00,84.01504,1497347314,1019.6,103,000300.XSHG,1497347314,,SELL,沪深300,0,2006-02-09 15:00:00,84.01504
2006-02-10 15:00:00,84.238944,1497347315,1032.34,102,000300.XSHG,1497347315,,BUY,沪深300,0,2006-02-10 15:00:00,84.238944
2006-02-16 15:00:00,83.241792,1497347316,1020.12,102,000300.XSHG,1497347316,,SELL,沪深300,0,2006-02-16 15:00:00,83.241792
2006-02-21 15:00:00,83.1056,1497347317,1038.82,100,000300.XSHG,1497347317,,BUY,沪深300,0,2006-02-21 15:00:00,83.1056
2006-03-02 15:00:00,83.0936,1497347318,1038.67,100,000300.XSHG,1497347318,,SELL,沪深300,0,2006-03-02 15:00:00,83.0936
2006-03-13 15:00:00,82.404688,1497347319,1019.86,101,000300.XSHG,1497347319,,BUY,沪深300,0,2006-03-13 15:00:00,82.404688
2006-03-24 15:00:00,84.24208,1497347320,1042.6,101,000300.XSHG,1497347320,,SELL,沪深300,0,2006-03-24 15:00:00,84.24208
2006-03-27 15:00:00,84.499832,1497347321,1045.79,101,000300.XSHG,1497347321,,BUY,沪深300,0,2006-03-27 15:00:00,84.499832
2006-04-13 15:00:00,88.388736,1497347322,1093.92,101,000300.XSHG,1497347322,,SELL,沪深300,0,2006-04-13 15:00:00,88.388736
2006-04-14 15:00:00,87.699024,1497347323,1118.61,98,000300.XSHG,1497347323,,BUY,沪深300,0,2006-04-14 15:00:00,87.699024
2006-05-23 15:00:00,103.30376,1497347324,1317.65,98,000300.XSHG,1497347324,,SELL,沪深300,0,2006-05-23 15:00:00,103.30376
2006-05-26 15:00:00,103.287152,1497347325,1331.02,97,000300.XSHG,1497347325,,BUY,沪深300,0,2006-05-26 15:00:00,103.287152
2006-06-07 15:00:00,102.449848,1497347326,1320.23,97,000300.XSHG,1497347326,,SELL,沪深300,0,2006-06-07 15:00:00,102.449848
2006-06-16 15:00:00,102.277576,1497347327,1318.01,97,000300.XSHG,1497347327,,BUY,沪深300,0,2006-06-16 15:00:00,102.277576
2006-07-05 15:00:00,108.097576,1497347328,1393.01,97,000300.XSHG,1497347328,,SELL,沪深300,0,2006-07-05 15:00:00,108.097576
2006-07-06 15:00:00,107.81968,1497347329,1418.68,95,000300.XSHG,1497347329,,BUY,沪深300,0,2006-07-06 15:00:00,107.81968
2006-07-07 15:00:00,107.19268,1497347330,1410.43,95,000300.XSHG,1497347330,,SELL,沪深300,0,2006-07-07 15:00:00,107.19268
2006-07-10 15:00:00,107.32112,1497347331,1412.12,95,000300.XSHG,1497347331,,BUY,沪深300,0,2006-07-10 15:00:00,107.32112
2006-07-13 15:00:00,102.30284,1497347332,1346.09,95,000300.XSHG,1497347332,,SELL,沪深300,0,2006-07-13 15:00:00,102.30284
