datetime,commission,exec_id,last_price,last_quantity,order_book_id,order_id,position_effect,side,symbol,tax,trading_datetime,transaction_cost
2007-11-23 15:00:00,77.69856,1497349022,4856.16,20,000300.XSHG,1497349022,,BUY,沪深300,0,2007-11-23 15:00:00,77.69856
2007-11-27 15:00:00,75.3784,1497349023,4711.15,20,000300.XSHG,1497349023,,SELL,沪深300,0,2007-11-27 15:00:00,75.3784
2007-11-29 15:00:00,77.47312,1497349024,4842.07,20,000300.XSHG,1497349024,,BUY,沪深300,0,2007-11-29 15:00:00,77.47312
2007-11-30 15:00:00,75.79856,1497349025,4737.41,20,000300.XSHG,1497349025,,SELL,沪深300,0,2007-11-30 15:00:00,75.79856
2007-12-05 15:00:00,75.48244,1497349026,4965.95,19,000300.XSHG,1497349026,,BUY,沪深300,0,2007-12-05 15:00:00,75.48244
2007-12-13 15:00:00,74.24136,1497349027,4884.3,19,000300.XSHG,1497349027,,SELL,沪深300,0,2007-12-13 15:00:00,74.24136
2007-12-14 15:00:00,71.67816,1497349028,4977.65,18,000300.XSHG,1497349028,,BUY,沪深300,0,2007-12-14 15:00:00,71.67816
2007-12-17 15:00:00,69.944976,1497349029,4857.29,18,000300.XSHG,1497349029,,SELL,沪深300,0,2007-12-17 15:00:00,69.944976
2007-12-19 15:00:00,71.226576,1497349030,4946.29,18,000300.XSHG,1497349030,,BUY,沪深300,0,2007-12-19 15:00:00,71.226576
2008-01-21 15:00:00,74.098512,1497349031,5145.73,18,000300.XSHG,1497349031,,SELL,沪深300,0,2008-01-21 15:00:00,74.098512
2009-02-02 15:00:00,74.05416,1497349032,2057.06,45,000300.XSHG,1497349032,,BUY,沪深300,0,2009-02-02 15:00:00,74.05416
2009-08-31 15:00:00,101.88972,1497349033,2830.27,45,000300.XSHG,1497349033,,SELL,沪深300,0,2009-08-31 15:00:00,101.88972
2009-09-03 15:00:00,102.545856,1497349034,3051.96,42,000300.XSHG,1497349034,,BUY,沪深300,0,2009-09-03 15:00:00,102.545856
2009-09-23 15:00:00,102.818352,1497349035,3060.07,42,000300.XSHG,1497349035,,SELL,沪深300,0,2009-09-23 15:00:00,102.818352
2009-10-09 15:00:00,101.23872,1497349036,3163.71,40,000300.XSHG,1497349036,,BUY,沪深300,0,2009-10-09 15:00:00,101.23872
2009-12-22 15:00:00,105.77728,1497349037,3305.54,40,000300.XSHG,1497349037,,SELL,沪深300,0,2009-12-22 15:00:00,105.77728
2009-12-24 15:00:00,107.291184,1497349038,3438.82,39,000300.XSHG,1497349038,,BUY,沪深300,0,2009-12-24 15:00:00,107.291184
2010-01-22 15:00:00,105.02544,1497349039,3366.2,39,000300.XSHG,1497349039,,SELL,沪深300,0,2010-01-22 15:00:00,105.02544
2010-04-01 15:00:00,103.114976,1497349040,3391.94,38,000300.XSHG,1497349040,,BUY,沪深300,0,2010-04-01 15:00:00,103.114976
2010-04-07 15:00:00,102.96328,1497349041,3386.95,38,000300.XSHG,1497349041,,SELL,沪深300,0,2010-04-07 15:00:00,102.96328
2010-04-14 15:00:00,103.472784,1497349042,3403.71,38,000300.XSHG,1497349042,,BUY,沪深300,0,2010-04-14 15:00:00,103.472784
2010-04-15 15:00:00,103.194928,1497349043,3394.57,38,000300.XSHG,1497349043,,SELL,沪深300,0,2010-04-15 15:00:00,103.194928
2010-09-06 15:00:00,102.343096,1497349044,2975.09,43,000300.XSHG,1497349044,,BUY,沪深300,0,2010-09-06 15:00:00,102.343096
2010-09-16 15:00:00,98.307976,1497349045,2857.79,43,000300.XSHG,1497349045,,SELL,沪深300,0,2010-09-16 15:00:00,98.307976
2010-09-27 15:00:00,99.933032,1497349046,2905.03,43,000300.XSHG,1497349046,,BUY,沪深300,0,2010-09-27 15:00:00,99.933032
2010-09-28 15:00:00,99.103304,1497349047,2880.91,43,000300.XSHG,1497349047,,SELL,沪深300,0,2010-09-28 15:00:00,99.103304
2010-09-30 15:00:00,98.635152,1497349048,2935.57,42,000300.XSHG,1497349048,,BUY,沪深300,0,2010-09-30 15:00:00,98.635152
2011-01-14 15:00:00,103.886496,1497349049,3091.86,42,000300.XSHG,1497349049,,SELL,沪深300,0,2011-01-14 15:00:00,103.886496
2011-02-11 15:00:00,102.367488,1497349050,3120.96,41,000300.XSHG,1497349050,,BUY,沪深300,0,2011-02-11 15:00:00,102.367488
2011-04-27 15:00:00,105.2716,1497349051,3209.5,41,000300.XSHG,1497349051,,SELL,沪深300,0,2011-04-27 15:00:00,105.2716
2011-05-03 15:00:00,105.325064,1497349052,3211.13,41,000300.XSHG,1497349052,,BUY,沪深300,0,2011-05-03 15:00:00,105.325064
2011-05-04 15:00:00,102.632184,1497349053,3129.03,41,000300.XSHG,1497349053,,SELL,沪深300,0,2011-05-04 15:00:00,102.632184
2012-02-22 15:00:00,103.8992,1497349054,2597.48,50,000300.XSHG,1497349054,,BUY,沪深300,0,2012-02-22 15:00:00,103.8992
2012-03-27 15:00:00,101.8856,1497349055,2547.14,50,000300.XSHG,1497349055,,SELL,沪深300,0,2012-03-27 15:00:00,101.8856
2012-04-12 15:00:00,100.761248,1497349056,2570.44,49,000300.XSHG,1497349056,,BUY,沪深300,0,2012-04-12 15:00:00,100.761248
2012-06-08 15:00:00,98.953736,1497349057,2524.33,49,000300.XSHG,1497349057,,SELL,沪深300,0,2012-06-08 15:00:00,98.953736
2012-06-11 15:00:00,98.237568,1497349058,2558.27,48,000300.XSHG,1497349058,,BUY,沪深300,0,2012-06-11 15:00:00,98.237568
2012-06-21 15:00:00,96.467712,1497349059,2512.18,48,000300.XSHG,1497349059,,SELL,沪深300,0,2012-06-21 15:00:00,96.467712
2012-12-14 15:00:00,96.119088,1497349060,2355.86,51,000300.XSHG,1497349060,,BUY,沪深300,0,2012-12-14 15:00:00,96.119088
2013-04-15 15:00:00,99.422256,1497349061,2436.82,51,000300.XSHG,1497349061,,SELL,沪深300,0,2013-04-15 15:00:00,99.422256
2013-04-16 15:00:00,100.351272,1497349062,2459.59,51,000300.XSHG,1497349062,,BUY,沪深300,0,2013-04-16 15:00:00,100.351272
2013-04-23 15:00:00,99.938376,1497349063,2449.47,51,000300.XSHG,1497349063,,SELL,沪深300,0,2013-04-23 15:00:00,99.938376
2013-04-24 15:00:00,99.8232,1497349064,2495.58,50,000300.XSHG,1497349064,,BUY,沪深300,0,2013-04-24 15:00:00,99.8232
2013-04-26 15:00:00,97.8924,1497349065,2447.31,50,000300.XSHG,1497349065,,SELL,沪深300,0,2013-04-26 15:00:00,97.8924
2013-05-03 15:00:00,97.722072,1497349066,2492.91,49,000300.XSHG,1497349066,,BUY,沪深300,0,2013-05-03 15:00:00,97.722072
2013-06-06 15:00:00,99.091328,1497349067,2527.84,49,000300.XSHG,1497349067,,SELL,沪深300,0,2013-06-06 15:00:00,99.091328
2013-09-09 15:00:00,99.576888,1497349068,2440.61,51,000300.XSHG,1497349068,,BUY,沪深300,0,2013-09-09 15:00:00,99.576888
2013-09-26 15:00:00,97.285152,1497349069,2384.44,51,000300.XSHG,1497349069,,SELL,沪深300,0,2013-09-26 15:00:00,97.285152
2013-09-27 15:00:00,95.7988,1497349070,2394.97,50,000300.XSHG,1497349070,,BUY,沪深300,0,2013-09-27 15:00:00,95.7988
2013-10-25 15:00:00,94.7424,1497349071,2368.56,50,000300.XSHG,1497349071,,SELL,沪深300,0,2013-10-25 15:00:00,94.7424
2013-10-30 15:00:00,94.372824,1497349072,2407.47,49,000300.XSHG,1497349072,,BUY,沪深300,0,2013-10-30 15:00:00,94.372824
2013-10-31 15:00:00,93.049824,1497349073,2373.72,49,000300.XSHG,1497349073,,SELL,沪深300,0,2013-10-31 15:00:00,93.049824
2013-11-01 15:00:00,93.490432,1497349074,2384.96,49,000300.XSHG,1497349074,,BUY,沪深300,0,2013-11-01 15:00:00,93.490432
2013-11-04 15:00:00,93.31364,1497349075,2380.45,49,000300.XSHG,1497349075,,SELL,沪深300,0,2013-11-04 15:00:00,93.31364
2013-11-05 15:00:00,93.443784,1497349076,2383.77,49,000300.XSHG,1497349076,,BUY,沪深300,0,2013-11-05 15:00:00,93.443784
2013-11-06 15:00:00,92.259944,1497349077,2353.57,49,000300.XSHG,1497349077,,SELL,沪深300,0,2013-11-06 15:00:00,92.259944
2013-11-18 15:00:00,91.32664,1497349078,2428.9,47,000300.XSHG,1497349078,,BUY,沪深300,0,2013-11-18 15:00:00,91.32664
2013-12-19 15:00:00,87.698616,1497349079,2332.41,47,000300.XSHG,1497349079,,SELL,沪深300,0,2013-12-19 15:00:00,87.698616
2014-07-22 15:00:00,87.708,1497349080,2192.7,50,000300.XSHG,1497349080,,BUY,沪深300,0,2014-07-22 15:00:00,87.708
2015-07-02 15:00:00,164.32,1497349081,4108.0,50,000300.XSHG,1497349081,,SELL,沪深300,0,2015-07-02 15:00:00,164.32
2015-12-17 15:00:00,165.25916,1497349082,3755.89,55,000300.XSHG,1497349082,,BUY,沪深300,0,2015-12-17 15:00:00,165.25916
2016-01-04 15:00:00,152.63908,1497349083,3469.07,55,000300.XSHG,1497349083,,SELL,沪深300,0,2016-01-04 15:00:00,152.63908
2016-06-29 15:00:00,151.26672,1497349084,3151.39,60,000300.XSHG,1497349084,,BUY,沪深300,0,2016-06-29 15:00:00,151.26672
2016-12-20 15:00:00,158.83488,1497349085,3309.06,60,000300.XSHG,1497349085,,SELL,沪深300,0,2016-12-20 15:00:00,158.83488
2016-12-21 15:00:00,157.579088,1497349086,3338.54,59,000300.XSHG,1497349086,,BUY,沪深300,0,2016-12-21 15:00:00,157.579088
2016-12-23 15:00:00,156.11872,1497349087,3307.6,59,000300.XSHG,1497349087,,SELL,沪深300,0,2016-12-23 15:00:00,156.11872
2017-01-03 15:00:00,157.753256,1497349088,3342.23,59,000300.XSHG,1497349088,,BUY,沪深300,0,2017-01-03 15:00:00,157.753256
2017-01-11 15:00:00,157.3884,1497349089,3334.5,59,000300.XSHG,1497349089,,SELL,沪深300,0,2017-01-11 15:00:00,157.3884
2017-01-18 15:00:00,157.618264,1497349090,3339.37,59,000300.XSHG,1497349090,,BUY,沪深300,0,2017-01-18 15:00:00,157.618264
2017-01-19 15:00:00,157.142488,1497349091,3329.29,59,000300.XSHG,1497349091,,SELL,沪深300,0,2017-01-19 15:00:00,157.142488
